System,Build version,Test cycle,Scenario,Step name,Count,Avg. latency (s),ResponseTime,Min (s),Max (s),90th percentile of resp. time (s),Avg. sent bytes,Avg. received bytes,Success count,Lower std. dev. of resp. time (s),Upper std. dev. of resp. time (s),Std. dev. (s),Error count,% Errors,Sent bytes per second,Received bytes per second
WPC,HTS2402,01-Dec,ROF_New_MultiSub,33_ROFNew_MultiSub_OrderSummary_SubmitOrder,45,0,0.172,0.118,0.257,0.225,"27,110.58","2,620.51",0,0.107,0.237,0.033,45,100.00%,169,16
WPC,HTS2402,01-Dec,ROF_New_MultiSub,32_ROFNew_MultiSub_CustomerAppointment_ClickOnNext,45,0,0.537,0.3,0.941,0.619,"31,982.64","7,046.87",45,0.305,0.77,0.116,0,0.00%,200,44
WPC,HTS2402,01-Dec,ROF_New_MultiSub,31a_ROFNew_MultiSub_BillingInfo_ClickOnNext,45,0,0.007,0.003,0.016,0.01,"2,968.33","1,035.47",45,0.001,0.012,0.003,0,0.00%,19,6
WPC,HTS2402,01-Dec,ROF_New_MultiSub,31_ROFNew_MultiSub_BillingInfo_ClickOnNext,45,0,0.009,0.002,0.109,0.01,"2,967.33","1,034.91",45,-0.022,0.039,0.015,0,0.00%,19,6
WPC,HTS2402,01-Dec,ROF_New_MultiSub,30_ROFNew_MultiSub_BillingInfo_EnterEmailId_ClickOnMonthlyInvoice,45,0,0.095,0.061,0.288,0.127,"4,316.67","2,342.80",45,0.024,0.166,0.035,0,0.00%,27,15
WPC,HTS2402,01-Dec,ROF_New_MultiSub,29_ROFNew_MultiSub_ShippingPage_ClickNext,45,0,0.007,0.002,0.021,0.01,"1,823.33","1,036.16",45,0,0.013,0.003,0,0.00%,11,6
WPC,HTS2402,01-Dec,ROF_New_MultiSub,28_ROFNew_MultiSub_CreditInfo_ClickNext,45,0,0.011,0.004,0.066,0.015,"3,057.33","1,036.22",45,-0.009,0.03,0.01,0,0.00%,19,6
WPC,HTS2402,01-Dec,ROF_New_MultiSub,27_ROFNew_MultiSub_PCPage_CappedInternet_Popup_conform,45,0,5.529,0.041,120.029,0.451,"9,656.91","65,599.18",43,-43.86,54.917,24.694,2,4.44%,60,410
WPC,HTS2402,01-Dec,ROF_New_MultiSub,26_ROFNew_MultiSub_PCpage_ClickNext_1,45,0,4.463,0.354,65.038,4.775,"38,926.53","73,390.89",45,-21.584,30.509,13.023,0,0.00%,243,459
WPC,HTS2402,01-Dec,ROF_New_MultiSub,26_ROFNew_MultiSub_PCpage_ClickNext,9,0,0,0,0,0,0,0,9,0,0,0,0,0.00%,0,0
WPC,HTS2402,01-Dec,ROF_New_MultiSub,25a_ROFNew_MultiSub_PCpage_SelectProfessionalInstallation,45,0,7.967,0.291,120.277,7.118,"38,932.76","69,095.16",43,-40.783,56.716,24.375,2,4.44%,243,432
WPC,HTS2402,01-Dec,ROF_New_MultiSub,25_ROFNew_MultiSub_PCpageExpand_HomePhone_SelectHomephn_Lite,45,0,7.798,0.312,120.296,6.709,"39,204.42","67,114.22",43,-41.009,56.606,24.404,2,4.44%,245,419
WPC,HTS2402,01-Dec,ROF_New_MultiSub,24_ROFNew_MultiSub_PCpage_SeamlessSwitch_Select-NO-fromPopup_SaveResponse,45,0,0.734,0.378,4.229,1.077,"40,825.02","84,285.73",20,-0.541,2.008,0.637,25,55.56%,255,527
WPC,HTS2402,01-Dec,ROF_New_MultiSub,23_ROFNew_MultiSub_ROF_ApplyToOrder,45,0,15.424,1.005,75.007,20.486,"37,171.04","82,054.60",45,-10.711,41.559,13.068,0,0.00%,232,513
WPC,HTS2402,01-Dec,ROF_New_MultiSub,22_ROFNew_MultiSub_ROF_ChangeNameSub2,45,0,2.01,0.767,12.999,3.332,"26,433.73","6,434.49",45,-1.642,5.662,1.826,0,0.00%,165,40
WPC,HTS2402,01-Dec,ROF_New_MultiSub,21_ROFNew_MultiSub_ROF_MSP_ContinueSub2,45,0,0.703,0.575,1.016,0.811,"26,688.22","6,336.80",45,0.511,0.896,0.096,0,0.00%,167,40
WPC,HTS2402,01-Dec,ROF_New_MultiSub,20_ROFNew_MultiSub_ROF_MSP_ContinueSub1,45,0,1.256,0.869,2.881,1.381,"41,411.67","11,764.76",45,0.677,1.835,0.289,0,0.00%,259,74
WPC,HTS2402,01-Dec,ROF_New_MultiSub,19_ROFNew_MultiSub_ROF_AddOn_ContinueSub2,45,0,4.478,2.485,7.227,5.607,"39,164.42","12,043.76",45,2.563,6.393,0.958,0,0.00%,245,75
WPC,HTS2402,01-Dec,ROF_New_MultiSub,18_ROFNew_MultiSub_ROF_AddOn_ContinueSub1,45,0,4.598,0.583,18.657,7.12,"33,246.44","10,190.87",45,-0.879,10.074,2.738,0,0.00%,208,64
WPC,HTS2402,01-Dec,ROF_New_MultiSub,17_ROFNew_MultiSub_ROF_RatePlan_Continue,45,0,5.793,0.706,14.412,7.081,"36,852.98","10,727.96",44,1.435,10.151,2.179,1,2.22%,230,67
WPC,HTS2402,01-Dec,ROF_New_MultiSub,16_ROFNew_MultiSub_ROF_DeviceSelctn_Continue2,45,0,5.948,0.541,15.664,7.912,"34,490.22","9,508.69",45,1.449,10.447,2.25,0,0.00%,216,59
WPC,HTS2402,01-Dec,ROF_New_MultiSub,15_ROFNew_MultiSub_ROF_DeviceSelctn_ClickDeviceSub2,45,0,6.249,5.035,8.976,7.11,"37,731.47","10,502.42",45,4.612,7.885,0.818,0,0.00%,236,66
WPC,HTS2402,01-Dec,ROF_New_MultiSub,14_ROFNew_MultiSub_ROF_DeviceSelctn_Continue1,45,0,5.6,2.214,10.277,9.037,"15,628.96","8,602.07",45,0.934,10.266,2.333,0,0.00%,98,54
WPC,HTS2402,01-Dec,ROF_New_MultiSub,13_ROFNew_MultiSub_ROF_DeviceSelctn_PopUpConfirm,9,0,0,0,0,0,0,0,9,0,0,0,0,0.00%,0,0
WPC,HTS2402,01-Dec,ROF_New_MultiSub,12_ROFNew_MultiSub_ROF_DeviceSelctn_ClickDeviceSub1,45,0,63.733,4.792,119.549,105.864,"40,150.16","9,547.40",19,-33.694,161.159,48.713,26,57.78%,251,60
WPC,HTS2402,01-Dec,ROF_New_MultiSub,11_ROFNew_MultiSub_ROF_LGS_Continue,45,0,95.522,3.371,162.569,161.683,"35,556.16","10,280.82",19,-59.112,250.155,77.317,26,57.78%,222,64
WPC,HTS2402,01-Dec,ROF_New_MultiSub,10_ROFNew_MultiSub_ROF_LGS_AssignPhnNo2,45,0,2.294,0.58,8.322,4.088,"25,099.49","5,056.47",45,-0.95,5.537,1.622,0,0.00%,157,32
WPC,HTS2402,01-Dec,ROF_New_MultiSub,09_ROFNew_MultiSub_ROF_LGS_AssignPhnNo1,45,0,1.439,0.352,6.256,2.26,"3,269.73","1,016.76",45,-0.958,3.837,1.199,0,0.00%,20,6
WPC,HTS2402,01-Dec,ROF_New_MultiSub,08_ROFNew_MultiSub_ROF_IncreaseSubsTo2,45,0,2.71,1.689,6.551,4.209,"28,515.22","7,474.33",45,0.759,4.66,0.975,0,0.00%,178,47
WPC,HTS2402,01-Dec,ROF_New_MultiSub,07_ROFNew_MultiSub_PCpage_Expand_Mobility_ClickConfigure,45,0,4.03,1.577,22.217,6.479,"39,222.78","5,80,213.53",45,-2.328,10.387,3.179,0,0.00%,245,"3,626"
WPC,HTS2402,01-Dec,ROF_New_MultiSub,06_ROFNew_MultiSub_CustomerInfo_selectCheckbox&ClickNext,45,0,53.168,29.379,120.313,67.595,"41,806.78","5,25,061.53",19,15.336,91,18.916,26,57.78%,261,"3,282"
WPC,HTS2402,01-Dec,ROF_New_MultiSub,05_ROFNew_MultiSub_CustomerInfo_Enterdetails&ClickSearch,45,0,0.518,0.384,4.202,0.471,"4,058.80","23,619.36",45,-0.613,1.65,0.566,0,0.00%,25,148
WPC,HTS2402,01-Dec,ROF_New_MultiSub,04_ROFNew_MultiSub_Home_ClickStartOrder,45,0,0.165,0.017,4.235,0.14,"3,748.87","29,336.67",45,-1.106,1.437,0.636,0,0.00%,23,183
WPC,HTS2402,01-Dec,ROF_New_MultiSub,03_ROFNew_MultiSub_Home_ClickNewAccount,45,0,0.012,0.005,0.038,0.02,"1,675.27","9,499.22",45,-0.004,0.028,0.008,0,0.00%,10,59
WPC,HTS2402,01-Dec,ROF_New_MultiSub,02_ROFNew_MultiSub_HomePage_ChangeLang,9,0,0,0,0,0,0,0,9,0,0,0,0,0.00%,0,0
WPC,HTS2402,01-Dec,ROF_New_MultiSub,01_ROFNew_MultiSub_Enter_UserId,45,0,0.303,0.096,2.598,0.576,"4,919.27","48,736.42",45,-0.589,1.195,0.446,0,0.00%,31,305
WPC,HTS2402,01-Dec,ROF_New_MultiSub,00_ROFNew_MultiSub_Initial_Page,45,0,0.046,0,1.909,0.017,290.267,"17,567.73",45,-0.516,0.608,0.281,0,0.00%,2,110
WPC,HTS2402,01-Dec,ROF_New_BYOD,23_ROFNewBYOD_OrderSummaryPage_SubmitOrder,25,0,0.197,0.147,0.359,0.247,"28,062.80","3,110.16",0,0.097,0.297,0.05,25,100.00%,97,11
WPC,HTS2402,01-Dec,ROF_New_BYOD,22_ROFNewBYOD_CustomerAppointmentPage_ClickNext,25,0,0.731,0.321,5.903,0.761,"31,927.12","7,046.20",25,-1.41,2.873,1.071,0,0.00%,111,24
WPC,HTS2402,01-Dec,ROF_New_BYOD,21a_ROFNewBYOD_BillingInfo_ClickNext,25,0,0.019,0.003,0.309,0.014,"2,963.60","1,035.64",25,-0.1,0.137,0.059,0,0.00%,10,4
WPC,HTS2402,01-Dec,ROF_New_BYOD,21_ROFNewBYOD_BillingInfo_MonthlyInvoice_ClickNext,25,0,0.15,0.071,1.357,0.151,"7,268.80","3,376.60",25,-0.346,0.645,0.248,0,0.00%,25,12
WPC,HTS2402,01-Dec,ROF_New_BYOD,20_ROFNewBYOD_Shipping_ClickNext,25,0,0.032,0.003,0.63,0.012,"1,810.60","1,036.44",25,-0.212,0.276,0.122,0,0.00%,6,4
WPC,HTS2402,01-Dec,ROF_New_BYOD,19_ROFNewBYOD_CreditInfo_EnterDetails&ClickNext,25,0,0.088,0.003,1.991,0.019,"3,060.60","1,035",25,-0.689,0.865,0.388,0,0.00%,11,4
WPC,HTS2402,01-Dec,ROF_New_BYOD,18_ROFNewBYOD_PCpage_PopUpClickNext ,25,0,4.995,0.032,120.038,0.424,"9,054.12","70,856.72",24,-41.974,51.963,23.484,1,4.00%,31,246
WPC,HTS2402,01-Dec,ROF_New_BYOD,17_ROFNewBYOD_PCpage_ClickNext ,25,0,4.289,0.325,65.656,3.87,"38,235.40","78,263.12",25,-21.033,29.611,12.661,0,0.00%,133,272
