System,Build version,Test cycle,Scenario,Step name,Count,Avg. latency (s),ResponseTime,Min (s),Max (s),90th percentile of resp. time (s),Avg. sent bytes,Avg. received bytes,Success count,Lower std. dev. of resp. time (s),Upper std. dev. of resp. time (s),Std. dev. (s),Error count,% Errors,Sent bytes per second,Received bytes per second
WPC,HTS2402,01-Dec,ROF_New_BYOD,16a_ROFNewBYOD_PC_Page_Profesional_install,25,0,7.037,0.284,120.277,5.528,"38,159.44","74,277.44",24,-39.416,53.49,23.227,1,4.00%,132,258
WPC,HTS2402,01-Dec,ROF_New_BYOD,16_ROFNewBYOD_PCpage_SeamlessSwitch_Select-NO,25,0,0.48,0.304,0.776,0.719,"39,793.52","80,977.48",11,0.201,0.758,0.139,14,56.00%,138,281
WPC,HTS2402,01-Dec,ROF_New_BYOD,15a_ROFNewBYOD_PCPage_homephone_Select_lite,25,0,6.448,0.025,120.013,4.778,"8,191.72","66,432.12",24,-40.088,52.985,23.268,1,4.00%,28,231
WPC,HTS2402,01-Dec,ROF_New_BYOD,15_ROFNewBYOD_PCpage_Homephone_US-Canada500,25,0,7.497,0.302,120.232,7.622,"38,489.16","67,723.32",24,-38.992,53.986,23.244,1,4.00%,134,235
WPC,HTS2402,01-Dec,ROF_New_BYOD,14_ROFNewBYOD_ROF_ApplyToOrder,25,0,19.023,9.366,125.067,20.91,"88,976.60","89,611.16",24,-24.916,62.963,21.97,1,4.00%,309,311
WPC,HTS2402,01-Dec,ROF_New_BYOD,13a_ROFNewBYOD_ROF_Specialoffer,25,0,1.012,0.179,8.998,1.042,"26,629.52","6,028.20",25,-2.277,4.302,1.645,0,0.00%,92,21
WPC,HTS2402,01-Dec,ROF_New_BYOD,13_ROFNewBYOD_ROF_MSP_Continue,25,0,1.23,0.594,2.518,1.362,"41,249.56","10,989.48",25,0.582,1.878,0.324,0,0.00%,143,38
WPC,HTS2402,01-Dec,ROF_New_BYOD,12a_ROFNewBYOD_ROF_AddOn_Continue,25,0,5.995,2.982,19.628,8.17,"43,929.96","12,963.44",25,-2.089,14.079,4.042,0,0.00%,153,45
WPC,HTS2402,01-Dec,ROF_New_BYOD,12_ROFNewBYOD_ROF_AddOn_Continue,25,0,4.004,1.966,6.611,5.637,"33,134.04","10,102.04",25,1.271,6.738,1.367,0,0.00%,115,35
WPC,HTS2402,01-Dec,ROF_New_BYOD,11b_ROFNewBYOD_ROF_Rate_plan_continue,25,0,5.672,3.743,10.317,7.094,"38,420.76","10,621.40",25,2.662,8.683,1.505,0,0.00%,133,37
WPC,HTS2402,01-Dec,ROF_New_BYOD,11a_ROFNewBYOD_ROF_Choose_device_continue,25,0,5.438,3.702,10.764,8.056,"35,165","9,157.20",25,2.049,8.827,1.694,0,0.00%,122,32
WPC,HTS2402,01-Dec,ROF_New_BYOD,11_ROFNewBYOD_ROF_RatePlan_Continue,25,0,5.493,3.903,10.33,7.979,"34,968.60","8,899.24",25,2.526,8.461,1.484,0,0.00%,121,31
WPC,HTS2402,01-Dec,ROF_New_BYOD,10_ROFNewBYOD_ROF_DeviceSelctn_Continue,25,0,5.708,2.303,16.571,7.408,"39,860.92","12,445.52",25,-1.057,12.472,3.382,0,0.00%,138,43
WPC,HTS2402,01-Dec,ROF_New_BYOD,09_ROFNewBYOD_ROF_LGS_Continue,25,0,1.483,0.369,3.821,3.527,"31,661.16","7,565.72",25,-0.949,3.916,1.216,0,0.00%,110,26
WPC,HTS2402,01-Dec,ROF_New_BYOD,08_ROFNewBYOD_ROF_LGS_AssignPhnNo,25,0,6.065,3.507,12.152,8.811,"56,741.52","13,644.72",25,1.621,10.509,2.222,0,0.00%,197,47
WPC,HTS2402,01-Dec,ROF_New_BYOD,07_ROFNewBYOD_PCpage_ExpandMobility_ClickConfigure,25,0,5.065,2.53,12.589,7.257,"39,307.84","5,80,256.88",25,0.957,9.173,2.054,0,0.00%,136,"2,015"
WPC,HTS2402,01-Dec,ROF_New_BYOD,06_ROFNewBYOD_PCPage_SelectBetterBundle,25,0,5.337,0.78,19.517,10.152,"35,356.80","79,118.44",25,-3.798,14.472,4.567,0,0.00%,123,275
WPC,HTS2402,01-Dec,ROF_New_BYOD,05_ROFNewBYOD_CustomerInfo_selectCheckbox&ClickNext,25,0,52.674,29.633,86.214,68.571,"41,743","5,27,377.64",11,19.445,85.902,16.614,14,56.00%,145,"1,831"
WPC,HTS2402,01-Dec,ROF_New_BYOD,04_ROFNewBYOD_CustomerInfo_Enterdetails&ClickSearch,25,0,0.572,0.398,2.439,1.015,"4,049.32","23,630.84",25,-0.262,1.407,0.417,0,0.00%,14,82
WPC,HTS2402,01-Dec,ROF_New_BYOD,03_ROFNewBYOD_Home_ClickStartOrder,25,0,0.327,0.02,4.884,0.971,"3,720.92","29,339.40",25,-1.631,2.286,0.979,0,0.00%,13,102
WPC,HTS2402,01-Dec,ROF_New_BYOD,02_ROFNewBYOD_Home_ClickNewAccount,25,0,0.127,0.005,1.625,0.042,"1,663.04","9,501.84",25,-0.667,0.921,0.397,0,0.00%,6,33
WPC,HTS2402,01-Dec,ROF_New_BYOD,01_ROFNewBYOD_HomePage_Agentid_Submit,25,0,0.454,0.097,4.051,1.17,"4,955.40","48,740.28",25,-1.298,2.206,0.876,0,0.00%,17,169
WPC,HTS2402,01-Dec,ROF_New_BYOD,00_ROFNewBYOD_InitialPage,25,0,0.086,0,1.918,0.085,285.12,"17,567.56",25,-0.664,0.836,0.375,0,0.00%,1,61
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,25_ROFChange_SinSubMSP_OrderSummary_SubmitOrder,30,0,4.727,0.131,25.657,7.452,"31,980.17","46,987.53",29,-3.953,13.407,4.34,1,3.33%,133,196
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,24_ROFChange_SinSubMSP_CustomerAppointment_ClickOnNext,30,0,2.021,0.664,4.187,3.406,"36,960.30","3,38,725.33",30,0.199,3.843,0.911,0,0.00%,154,"1,411"
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,23_ROFChange_SinSubMSP_BillingInfo_ClickOnNext,30,0,0.067,0.006,1.072,0.06,"3,579.70","36,877.97",30,-0.308,0.442,0.187,0,0.00%,15,154
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,22_ROFChange_SinSubMSP_ShippingPage_ClickNext,30,0,0.045,0.007,0.239,0.089,"2,434.60","27,979.80",30,-0.046,0.136,0.046,0,0.00%,10,117
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,21_ROFChange_SinSubMSP_CreditInfo_ClickNext,30,0,2.507,0.265,45.114,1.551,"3,115.57","20,320.83",30,-14.32,19.335,8.414,0,0.00%,13,85
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,20_ROFChange_SinSubMSP_PCpage_ClickNext ,30,0,2.807,1.507,12.42,4.083,"9,110.60","42,910.40",30,-1.182,6.796,1.995,0,0.00%,38,179
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,19_ROFChange_SinSubMSP_ROF_ApplyToOrder,30,0,9.061,5.622,15.724,11.664,"32,987.90","88,757.97",30,4.601,13.521,2.23,0,0.00%,137,370
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,18_ROFChange_SinSubMSP_ROF_ChangeName,30,0,1.443,0.738,5.911,2.821,"26,432","6,176.97",30,-0.584,3.47,1.013,0,0.00%,110,26
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,17_ROFChange_SinSubMSP_ROF_SelectMSP_Continue,30,0,0.656,0.481,0.933,0.88,"26,712","6,012.60",30,0.405,0.906,0.125,0,0.00%,111,25
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,16_ROFChange_SinSubMSP_ROF_AddOn_Continue,30,0,4.482,3.185,11.281,5.917,"35,524","10,195.83",30,1.158,7.806,1.662,0,0.00%,148,42
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,15_ROFChange_SinSubMSP_ROF_RatePlan_Continue,30,0,3.154,2.059,7.056,4.671,"34,828","11,313.03",30,0.999,5.308,1.077,0,0.00%,145,47
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,14_ROFChange_SinSubMSP_ROF_DeviceSelctn_Continue,30,0,5.657,3.392,8.545,7.269,"36,020","10,992.37",30,3.287,8.026,1.185,0,0.00%,150,46
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,13_ROFChange_SinSubMSP_ROF_DeviceSelctn_ClickDevice,30,0,5.785,4.375,15.963,7.027,"58,743","12,018.63",30,1.591,9.979,2.097,0,0.00%,245,50
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,12_ROFChange_SinSubMSP_ROF_LGS_Continue,30,0,3.869,2.075,8.587,6.211,"15,192","8,051.83",30,0.677,7.061,1.596,0,0.00%,63,34
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,11_ROFChange_SinSubMSP_ROF_LGS_AssignPhnNo,30,0,1.851,0.462,18.867,2.426,"3,284","1,002.97",30,-4.859,8.562,3.355,0,0.00%,14,4
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,10_ROFChange_SinSubMSP_ROF_Increase_Subscriber1,30,0,2.154,1.514,3.447,3.147,"28,553","5,827.83",30,0.907,3.4,0.623,0,0.00%,119,24
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,09_ROFChange_SinSubMSP_PCpage_Expand_Mobility_ClickConfigure,30,0,3.172,1.341,23.263,4.962,"37,745.40","5,76,421.33",30,-4.727,11.071,3.95,0,0.00%,157,"2,402"
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,08_ROFChange_SinSubMSP_PCpage_Expand_Internet_SelectFibe25+,30,0,37.555,3.52,63.067,62.922,"31,429","84,191.30",30,-20.28,95.391,28.918,0,0.00%,131,351
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,07_ROFChange_SinSubMSP_PCpage_TVProgramming_MoviePackage_ApplyOrder,30,0,37.584,4.237,63.284,62.478,"26,607","96,926.63",30,-19.218,94.387,28.401,0,0.00%,111,404
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,06_ROFChange_SinSubMSP_PCpage_TVProgramming_MoviePackage_SelectSuperEcran,30,0,36.795,3.569,62.29,61.919,"1,311.50","1,55,494.57",30,-20.405,93.995,28.6,0,0.00%,5,648
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,05_ROFChange_SinSubMSP_PCpage_Expand_TV_ClickEdit,30,0,36.822,3.847,62.022,61.714,"9,178","1,76,598.37",30,-19.609,93.254,28.216,0,0.00%,38,736
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,04_ROFChange_SinSubMSP_Home_EnterDetails_ClickStartOrder,30,0,18.182,11.621,63.856,22.052,"34,839.70","2,08,689.50",30,-6.062,42.425,12.122,0,0.00%,145,870
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,03_ROFChange_SinSubMSP_Home_ClickChange,30,0,0.019,0.006,0.185,0.022,"1,912.20","12,138.83",30,-0.046,0.084,0.033,0,0.00%,8,51
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,02_ROFChange_SinSubMSP_ChangeLang,6,0,0,0,0,0,0,0,6,0,0,0,0,0.00%,0,0
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,01_ROFChange_SinSubMSP_Homepage,30,0,0.402,0.112,3.995,0.884,"4,925.10","48,740.93",30,-1.063,1.867,0.732,0,0.00%,21,203
WPC,HTS2402,01-Dec,ROF_Change_SinSub_MSP,00_ROFChange_SinSubMSP_InitialPage,30,0,0.141,0,4.125,0.023,293.5,"17,567.77",30,-1.339,1.621,0.74,0,0.00%,1,73
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,27_ROFChange_MultiSub_OrderSummaryPage_SubmitOrder,40,0,3.763,0.141,9.448,5.655,"32,515.88","38,576.25",40,0.2,7.325,1.781,0,0.00%,181,214
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,25_ROFChange_MultiSub_BillingInfo_ClickNext,40,0,2.372,0.503,8.437,3.728,"38,503.15","3,29,836.65",40,-0.388,5.131,1.38,0,0.00%,214,"1,832"
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,24_ROFChange_MultiSub_Shipping_ClickNext,40,0,0.092,0.007,1.056,0.139,"2,424","26,842.33",40,-0.35,0.534,0.221,0,0.00%,13,149
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,23_ROFChange_MultiSub_CreditInfo_EnterDetails&ClickNext,40,0,6.476,0.006,45.115,10.097,"3,150.05","20,181.43",40,-12.242,25.195,9.359,0,0.00%,18,112
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,22_ROFChange_MultiSub_PCpage_ClickNext ,40,0,3.358,1.644,8.399,6.068,"9,076.08","44,576.35",40,0.174,6.542,1.592,0,0.00%,50,248
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,21_ROFChange_MultiSub_ROF_ApplyToOrder,40,0,9.795,5.83,17.521,12.948,"35,621.13","1,01,953.63",40,4.482,15.109,2.657,0,0.00%,198,566
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,20_ROFChange_MultiSub_ROF_ChangeNameSub2,40,0,3.377,1.791,6.895,5.117,"29,468","7,589.53",40,0.867,5.887,1.255,0,0.00%,164,42
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,19_ROFChange_MultiSub_ROF_ChangeNameSub1,40,0,3.711,1.51,18.757,5.774,"29,476","7,601.68",40,-1.896,9.319,2.804,0,0.00%,164,42
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,18_ROFChange_MultiSub_ROF_MSP_ContinueSub2,40,0,1.4,0.588,22.297,1.126,"26,692","6,490.10",40,-5.394,8.193,3.397,0,0.00%,148,36
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,17_ROFChange_MultiSub_ROF_MSP_ContinueSub1,40,0,1.462,1.07,3.561,1.719,"41,411","11,796.98",40,0.514,2.41,0.474,0,0.00%,230,66
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,16_ROFChange_MultiSub_ROF_AddOn_ContinueSub2,40,0,4.109,2.631,7.597,5.596,"45,012","14,275.35",40,1.732,6.485,1.188,0,0.00%,250,79
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,15_ROFChange_MultiSub_ROF_AddOn_ContinueSub1,40,0,5.153,2.727,15.305,6.255,"54,246","15,600.40",40,1.538,8.767,1.807,0,0.00%,301,87
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,14_ROFChange_MultiSub_ROF_RatePlan_Continue,40,0,6.184,4.101,14.511,8.731,"17,565","7,662.40",40,2.229,10.139,1.978,0,0.00%,98,43
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,13_ROFChange_MultiSub_ROF_DeviceSelctn_ContinueSub2,40,0,6.421,3.779,24.253,8.541,"34,525","9,601.68",40,-0.006,12.848,3.214,0,0.00%,192,53
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,12_ROFChange_MultiSub_ROF_DeviceSelctn_ClickDeviceSub2,40,0,6.368,4.973,11.053,7.74,"39,446","11,449.15",40,4.055,8.681,1.157,0,0.00%,219,64
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,11_ROFChange_MultiSub_ROF_DeviceSelctn_ContinueSub1,40,0,8.095,5.326,22.568,10.855,"36,668","12,266.43",40,1.772,14.418,3.161,0,0.00%,204,68
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,10_ROFChange_MultiSub_ROF_DeviceSelctn_ClickDeviceSub1,40,0,5.909,4.45,10.154,7.381,"60,464","12,831.50",40,3.419,8.4,1.245,0,0.00%,336,71
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,09_ROFChange_MultiSub_ROF_LGS_Continue,40,0,5.023,2.76,13.476,8.12,"15,411","8,081",40,-0.034,10.08,2.529,0,0.00%,86,45
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,08_ROFChange_MultiSub_ROF_LGS_AssignPhnNo2,40,0,1.537,0.357,6.467,3.212,"3,280","1,002.65",40,-1.573,4.647,1.555,0,0.00%,18,6
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,07_ROFChange_MultiSub_ROF_LGS_AssignPhnNo1,40,0,0.01,0.003,0.126,0.012,831,276,40,-0.028,0.048,0.019,0,0.00%,5,2
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,06_ROFChange_MultiSub_ROF_IncreaseSubsTo2,40,0,2.402,1.622,6.146,3.794,"28,505","5,928.93",40,0.53,4.273,0.936,0,0.00%,158,33
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,05_ROFChange_MultiSub_ROF_IncreaseSubsTo1,40,0,2.641,1.479,17.177,4.03,"30,995","6,655.95",40,-2.421,7.703,2.531,0,0.00%,172,37
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,04_ROFChange_MultiSub_PCpage_ExpandMobility_ClickConfigure,40,0,2.572,1.319,15.677,3.639,"37,478","5,76,428.65",40,-2.596,7.741,2.584,0,0.00%,208,"3,202"
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,03_ROFChange_MultiSub_Home_ClickStartOrder,40,0,15.367,11.666,61.937,19.01,"34,627.08","2,08,647.35",40,-0.366,31.099,7.866,0,0.00%,192,"1,159"
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,02_ROFChange_MultiSub_Home_ClickChange,40,0,0.033,0.006,0.577,0.041,"1,908","12,138.65",40,-0.148,0.215,0.091,0,0.00%,11,67
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,01_ROFChange_MultiSub_Homepage,40,0,0.36,0.097,3.618,0.869,"4,911.98","48,741.13",40,-0.845,1.566,0.603,0,0.00%,27,271
WPC,HTS2402,01-Dec,ROF_Change_MultiSub,00_ROFChange_MultiSub_InitialPage,40,0,0.206,0,4.118,0.032,292.375,"17,568.33",40,-1.539,1.951,0.872,0,0.00%,2,98
WPC,HTS2402,01-Dec,PS03_XLOB_DataAPI_Transaction,PS_RetailQuoteService_POST,"1,200",0,0.121,0.017,10.862,0.149,"2,515",303.318,"1,197",-0.509,0.75,0.315,3,0.25%,419,51
WPC,HTS2402,01-Dec,PS03_XLOB_DataAPI_Transaction,PS_ProductOrder_PATCH,"1,200",0,0.27,0.181,9.68,0.295,"2,320",531.364,"1,200",-0.524,1.063,0.397,0,0.00%,387,89
WPC,HTS2402,01-Dec,PS03_XLOB_DataAPI_Transaction,PS_InitializeOrder_POST,"1,200",0,0.184,0.016,6.517,0.297,"8,902.79","2,305.17","1,200",-0.477,0.845,0.33,0,0.00%,"1,484",384
WPC,HTS2402,01-Dec,LookUpPromo_UPC,02_WPC_LookUpPromo_ClickSearch,30,0,1.864,0.51,13.739,3.163,"9,220.33","46,866.27",30,-2.943,6.671,2.404,0,0.00%,38,195
WPC,HTS2402,01-Dec,LookUpPromo_UPC,01_WPC_LookUpPromo_HomePage,30,0,0.421,0.013,2.671,1.77,"2,967.40","51,526.90",30,-1.125,1.967,0.773,0,0.00%,12,215
WPC,HTS2402,01-Dec,BundleAPI,TC02_Update_Mobility,155,0,0.053,0.028,0.27,0.085,588.8,248,155,-0.017,0.124,0.035,0,0.00%,13,5
WPC,HTS2402,01-Dec,BundleAPI,TC01_Create_Mobility,155,0,0.158,0.062,1.302,0.189,553.581,251.252,155,-0.32,0.635,0.239,0,0.00%,12,5
WPC,HTS2402,01-Dec,BundleAPI,DataApiInititializeOrder,155,0,0.056,0.015,1.052,0.087,"7,070.29",491.774,155,-0.233,0.346,0.145,0,0.00%,152,11
