System,Build version,Test cycle,Scenario,Step name,Count,Avg. latency (s),ResponseTime,Min (s),Max (s),90th percentile of resp. time (s),Avg. sent bytes,Avg. received bytes,Success count,Lower std. dev. of resp. time (s),Upper std. dev. of resp. time (s),Std. dev. (s),Error count,% Errors,Sent bytes per second,Received bytes per second
WPC,HTS2402,Jan-13,ROF_Change_SinSub_MSP,09_ROFChange_SinSubMSP_PCpage_Expand_Mobility_ClickConfigure,30,0,1.639,0.937,3.356,2.876,"37,799.60","5,76,204.07",30,0.261,3.017,0.689,0,0.00%,157,"2,401"
WPC,HTS2402,Jan-13,ROF_Change_SinSub_MSP,08_ROFChange_SinSubMSP_PCpage_Expand_Internet_SelectFibe25+,30,0,17.889,1.859,34.123,32.986,"31,604.33","66,969.23",30,-8.592,44.371,13.241,0,0.00%,132,279
WPC,HTS2402,Jan-13,ROF_Change_SinSub_MSP,07_ROFChange_SinSubMSP_PCpage_TVProgramming_MoviePackage_ApplyOrder,30,0,18.587,1.896,33.89,32.475,"27,189.10","80,247.77",30,-7.798,44.972,13.193,0,0.00%,113,334
WPC,HTS2402,Jan-13,ROF_Change_SinSub_MSP,06_ROFChange_SinSubMSP_PCpage_TVProgramming_MoviePackage_SelectSuperEcran,30,0,16.747,1.275,34.238,31.509,"1,312.50","1,16,347.40",30,-9.155,42.648,12.951,0,0.00%,5,485
WPC,HTS2402,Jan-13,ROF_Change_SinSub_MSP,05_ROFChange_SinSubMSP_PCpage_Expand_TV_ClickEdit,30,0,15.25,1.723,35.072,32.74,"9,181.60","1,27,139.47",30,-10.054,40.554,12.652,0,0.00%,38,530
WPC,HTS2402,Jan-13,ROF_Change_SinSub_MSP,04_ROFChange_SinSubMSP_Home_EnterDetails_ClickStartOrder,30,0,69.648,16.485,100.407,98.903,"34,070.50","1,58,999.47",15,16.647,122.65,26.501,15,50.00%,142,662
WPC,HTS2402,Jan-13,ROF_Change_SinSub_MSP,03_ROFChange_SinSubMSP_Home_ClickChange,30,0,0.025,0.006,0.404,0.027,"1,913.80","12,138.93",30,-0.116,0.167,0.071,0,0.00%,8,51
WPC,HTS2402,Jan-13,ROF_Change_SinSub_MSP,02_ROFChange_SinSubMSP_ChangeLang,6,0,0,0,0,0,0,0,6,0,0,0,0,0.00%,0,0
WPC,HTS2402,Jan-13,ROF_Change_SinSub_MSP,01_ROFChange_SinSubMSP_Homepage,30,0,0.348,0.098,3.718,0.469,"4,930.10","48,729.40",30,-0.967,1.664,0.658,0,0.00%,21,203
WPC,HTS2402,Jan-13,ROF_Change_SinSub_MSP,00_ROFChange_SinSubMSP_InitialPage,30,0,0.15,0,2.502,0.068,293.9,"17,567.33",30,-0.939,1.238,0.544,0,0.00%,1,73
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,27_ROFChange_MultiSub_OrderSummaryPage_SubmitOrder,40,0,2.127,0.142,6.154,4.399,"30,765.08","26,801.60",40,-1.176,5.43,1.651,0,0.00%,171,149
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,25_ROFChange_MultiSub_BillingInfo_ClickNext,40,0,1.557,0.476,3.426,2.938,"37,084.13","3,17,750.33",40,-0.117,3.23,0.837,0,0.00%,206,"1,765"
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,24_ROFChange_MultiSub_Shipping_ClickNext,40,0,0.026,0.002,0.134,0.039,"2,341.90","18,571.25",40,-0.027,0.079,0.027,0,0.00%,13,103
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,23_ROFChange_MultiSub_CreditInfo_EnterDetails&ClickNext,40,0,2.423,0.004,14.066,3.627,"3,091.50","12,772.70",40,-3.67,8.515,3.046,0,0.00%,17,71
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,22_ROFChange_MultiSub_PCpage_ClickNext ,40,0,1.856,0.04,5.964,3.452,"8,916.55","48,255.23",40,-0.654,4.366,1.255,0,0.00%,50,268
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,21_ROFChange_MultiSub_ROF_ApplyToOrder,40,0,7.383,2.774,11.932,10.299,"35,889.75","84,352.08",40,1.865,12.902,2.759,0,0.00%,199,469
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,20_ROFChange_MultiSub_ROF_ChangeNameSub2,40,0,2.648,1.355,6.444,4.141,"29,516.80","7,376",40,0.499,4.798,1.075,0,0.00%,164,41
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,19_ROFChange_MultiSub_ROF_ChangeNameSub1,40,0,3.196,1.292,13.365,5.146,"29,524.80","7,374.20",40,-1.826,8.219,2.511,0,0.00%,164,41
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,18_ROFChange_MultiSub_ROF_MSP_ContinueSub2,40,0,0.815,0.619,1.425,1.002,"26,727.35","6,274.25",40,0.424,1.207,0.196,0,0.00%,148,35
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,17_ROFChange_MultiSub_ROF_MSP_ContinueSub1,40,0,1.681,1.099,3.876,2.712,"41,515.05","11,294.48",40,0.437,2.924,0.622,0,0.00%,231,63
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,16_ROFChange_MultiSub_ROF_AddOn_ContinueSub2,40,0,4.699,1.922,62.334,5.346,"45,111.60","13,789.78",39,-13.866,23.265,9.283,1,2.50%,251,77
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,15_ROFChange_MultiSub_ROF_AddOn_ContinueSub1,40,0,5.192,3.137,18.841,6.806,"54,327.15","15,195.95",40,-0.114,10.498,2.653,0,0.00%,302,84
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,14_ROFChange_MultiSub_ROF_RatePlan_Continue,40,0,6.833,2.31,62.062,10.748,"17,628.25","7,345.08",39,-11.922,25.587,9.377,1,2.50%,98,41
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,13_ROFChange_MultiSub_ROF_DeviceSelctn_ContinueSub2,40,0,4.278,2.334,8.799,6.277,"34,586.25","9,283.25",40,1.314,7.241,1.482,0,0.00%,192,52
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,12_ROFChange_MultiSub_ROF_DeviceSelctn_ClickDeviceSub2,40,0,7.298,3.736,103.688,6.439,"39,520.70","10,255.50",39,-23.625,38.221,15.462,1,2.50%,220,57
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,11_ROFChange_MultiSub_ROF_DeviceSelctn_ContinueSub1,40,0,7.957,3.967,66.998,8.358,"36,750.15","11,118.10",39,-11.874,27.788,9.915,1,2.50%,204,62
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,10_ROFChange_MultiSub_ROF_DeviceSelctn_ClickDeviceSub1,40,0,4.73,3.252,12.279,7.245,"60,550.15","11,647.40",40,1.175,8.286,1.778,0,0.00%,336,65
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,09_ROFChange_MultiSub_ROF_LGS_Continue,40,0,4.384,2.507,8.694,7.12,"15,481.70","7,004.05",40,0.969,7.8,1.708,0,0.00%,86,39
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,08_ROFChange_MultiSub_ROF_LGS_AssignPhnNo2,40,0,1.331,0.364,2.684,2.441,"3,292.45",943.325,40,-0.34,3.003,0.836,0,0.00%,18,5
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,07_ROFChange_MultiSub_ROF_LGS_AssignPhnNo1,40,0,0.032,0.001,1.035,0.01,832,276,40,-0.29,0.353,0.161,0,0.00%,5,2
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,06_ROFChange_MultiSub_ROF_IncreaseSubsTo2,40,0,1.75,0.98,6.457,3.308,"28,563.25","5,567.38",40,-0.326,3.827,1.038,0,0.00%,159,31
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,05_ROFChange_MultiSub_ROF_IncreaseSubsTo1,40,0,1.725,1.063,4.041,3.116,"31,056.25","6,325.15",40,0.114,3.337,0.806,0,0.00%,173,35
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,04_ROFChange_MultiSub_PCpage_ExpandMobility_ClickConfigure,40,0,4.546,0.792,60.488,3.511,"37,528","5,76,070.33",40,-21.205,30.296,12.875,0,0.00%,208,"3,200"
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,03_ROFChange_MultiSub_Home_ClickStartOrder,40,0,70.435,8.852,111.579,100.814,"34,083.05","1,62,750.40",40,9.227,131.644,30.604,0,0.00%,189,904
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,02_ROFChange_MultiSub_Home_ClickChange,40,0,0.012,0.005,0.048,0.021,"1,908.60","12,138.80",40,-0.005,0.028,0.008,0,0.00%,11,67
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,01_ROFChange_MultiSub_Homepage,40,0,0.356,0.107,3.193,0.874,"4,913.85","48,738.20",40,-0.87,1.583,0.613,0,0.00%,27,271
WPC,HTS2402,Jan-13,ROF_Change_MultiSub,00_ROFChange_MultiSub_InitialPage,40,0,0.013,0,0.242,0.023,292.65,"17,566.98",40,-0.072,0.097,0.042,0,0.00%,2,98
WPC,HTS2402,Jan-13,PS03_XLOB_DataAPI_Transaction,PS_RetailQuoteService_POST,"1,200",0,0.104,0.029,1.169,0.137,"2,516",303.318,"1,197",-0.015,0.224,0.06,3,0.25%,419,51
WPC,HTS2402,Jan-13,PS03_XLOB_DataAPI_Transaction,PS_ProductOrder_PATCH,"1,200",0,0.243,0.019,1.387,0.306,"2,321",530.729,"1,200",0.093,0.394,0.075,0,0.00%,387,88
WPC,HTS2402,Jan-13,PS03_XLOB_DataAPI_Transaction,PS_InitializeOrder_POST,"1,200",0,0.189,0.017,2.226,0.326,"8,903.79","2,345.62","1,200",-0.283,0.661,0.236,0,0.00%,"1,484",391
WPC,HTS2402,Jan-13,LookUpPromo_UPC,02_WPC_LookUpPromo_ClickSearch,30,0,1.622,0.356,10.353,3.433,"3,499","7,366.43",0,-2.316,5.559,1.969,30,100.00%,15,31
WPC,HTS2402,Jan-13,LookUpPromo_UPC,01_WPC_LookUpPromo_HomePage,30,0,0.206,0.016,1.938,0.767,"2,967.50","51,554.93",30,-0.746,1.158,0.476,0,0.00%,12,215
WPC,HTS2402,Jan-13,BundleAPI,TC02_Update_Mobility,155,0,0.047,0.028,0.353,0.072,589.671,248.123,155,-0.016,0.111,0.032,0,0.00%,13,5
WPC,HTS2402,Jan-13,BundleAPI,TC01_Create_Mobility,155,0,0.132,0.061,1.856,0.143,554.581,251.129,155,-0.306,0.569,0.219,0,0.00%,12,5
WPC,HTS2402,Jan-13,BundleAPI,DataApiInititializeOrder,155,0,0.068,0.014,4.03,0.05,"7,071.29",491.123,155,-0.612,0.749,0.34,0,0.00%,152,11
